    0.117117524147033691E+00    0.417599916458129883E+00    0.110876917839050293E+00    0.112771391868591309E-01    0.908289074897766113E+00    0.948229253292083740E+00    0.581855595111846924E+00    0.610157251358032227E+00    0.591067552566528320E+00    0.145380914211273193E+00   -0.169163071873784325E+02   -0.947184837085613544E+05    0.395252516672997235-322
    0.490874826908111572E+00    0.545290231704711914E+00    0.848106145858764648E-01    0.927110195159912109E+00    0.749274671077728271E+00    0.598711848258972168E+00    0.442467272281646729E+00    0.453092396259307861E+00    0.634271204471588135E+00    0.269356906414031982E+00    0.402761005052830447-310    0.000000000000000000E+00    0.395252516672997235-322
    0.221521198749542236E+00    0.600371837615966797E+00    0.870409667491912842E+00    0.738539040088653564E+00    0.457613229751586914E+00    0.455861091613769531E-01    0.196782112121582031E+00    0.431480288505554199E+00    0.284559369087219238E+00    0.437632262706756592E+00    0.267585344697242917-296    0.107145955320985466-295    0.395252516672997235-322
    0.750308752059936523E+00    0.475725233554840088E+00    0.710520744323730469E-01    0.458528876304626465E+00    0.659564733505249023E+00    0.138628900051116943E+00    0.273008584976196289E+00    0.913247585296630859E+00    0.276963651180267334E+00    0.921213686466217041E+00    0.000000000000000000E+00    0.362861280255061566-311    0.395252516672997235-322
    0.817513048648834229E+00    0.787780940532684326E+00    0.387361288070678711E+00    0.376275956630706787E+00    0.430545568466186523E+00    0.926361739635467529E+00    0.863875687122344971E+00    0.787164390087127686E+00    0.869342386722564697E+00    0.837856769561767578E+00    0.476126271259490905-286    0.105463562533619265-309    0.395252516672997235-322
    0.529035747051239014E+00    0.439061462879180908E+00    0.503390908241271973E+00    0.631078600883483887E+00    0.569073557853698730E-01    0.805052518844604492E+00    0.949434995651245117E+00    0.164828479290008545E+00    0.931106507778167725E+00    0.389184236526489258E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.395252516672997235-322
    0.453416407108306885E+00    0.588745534420013428E+00    0.166376352310180664E+00    0.631953775882720947E+00    0.653850197792053223E+00    0.995474576950073242E+00    0.694948136806488037E+00    0.749322891235351562E+00    0.708809971809387207E+00    0.977375805377960205E+00   -0.242121411447571937E+02   -0.110381984182096375E+03    0.395252516672997235-322
    0.513768792152404785E+00    0.874392271041870117E+00    0.935119986534118652E-01    0.940277278423309326E+00    0.524580597877502441E+00    0.215471446514129639E+00    0.879510700702667236E+00    0.514165878295898438E+00    0.109767258167266846E+00    0.249527573585510254E+00    0.584142419401071510-301    0.732088632238008683-310    0.395252516672997235-322
    0.212721049785614014E+00    0.757033586502075195E+00    0.209374368190765381E+00    0.512619256973266602E+00    0.417785048484802246E-01    0.550102651119232178E+00    0.350375831127166748E+00    0.787341237068176270E+00    0.147589445114135742E+00    0.775397419929504395E+00    0.138265634609855367-315    0.107160830349143177-295    0.395252516672997235-322
    0.360372662544250488E+00    0.564941763877868652E+00    0.360861659049987793E+00    0.138024747371673584E+00    0.100897431373596191E+00    0.640004038810729980E+00    0.481540083885192871E+00    0.192138433456420898E+00    0.775247573852539062E+00    0.991019666194915771E+00   -0.162859244449916289E+02   -0.747057103489896974E+02    0.395252516672997235-322
    0.534927845001220703E-02    0.144023299217224121E-01    0.898028314113616943E+00    0.316972494125366211E+00    0.440883755683898926E+00    0.658907413482666016E+00    0.822688758373260498E+00    0.401124358177185059E-01    0.859870254993438721E+00    0.191584467887878418E+00   -0.169163071873784325E+02   -0.947184837085613544E+05    0.395252516672997235-322
    0.855462312698364258E+00    0.538258314132690430E+00    0.704168617725372314E+00    0.409634709358215332E-01    0.963509500026702881E+00    0.148580431938171387E+00    0.936654329299926758E+00    0.815892636775970459E+00    0.142652213573455811E+00    0.686501264572143555E-01    0.402761005052830447-310    0.000000000000000000E+00    0.395252516672997235-322
